presentation_position,trace_sequence,frame_sequence,goal_completion,solver_completion,grounding_backend,solver_backend,solver_failure,body_grounded,root_hit,root_surface,pelvis_target,pelvis_resolved,reject_left,reject_right,pelvis_height_mode,movement_compensation_mode,left_grounded,left_hit,left_surface,left_plant_confidence,left_sole_height,left_placement_weight,left_plant_weight,left_contact_weight,left_goal_position_weight,left_goal_rotation_weight,left_constraint,left_transition,left_lock,left_prediction_reject,left_goal_application,left_goal_source,left_solver_result_available,left_leg_extension,left_ankle_twist,left_query_count,left_rejected_query_count,left_grounding_x,left_grounding_y,left_grounding_z,left_goal_x,left_goal_y,left_goal_z,left_solved_x,left_solved_y,left_solved_z,left_position_residual,left_rotation_residual_degrees,right_grounded,right_hit,right_surface,right_plant_confidence,right_sole_height,right_placement_weight,right_plant_weight,right_contact_weight,right_goal_position_weight,right_goal_rotation_weight,right_constraint,right_transition,right_lock,right_prediction_reject,right_goal_application,right_goal_source,right_solver_result_available,right_leg_extension,right_ankle_twist,right_query_count,right_rejected_query_count,right_grounding_x,right_grounding_y,right_grounding_z,right_goal_x,right_goal_y,right_goal_z,right_solved_x,right_solved_y,right_solved_z,right_position_residual,right_rotation_residual_degrees
1200,362,1200,1201,1201,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1686,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1676,0,0.2507032,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.5419911,0,0,0,-0.0670297,0.3986271,-0.09402306,-0.0670297,0.3986271,-0.09402306,-0.06702964,0.3204602,-0.09402293,0.07816687,0.5609267,true,true,-1676,0,-0.006758711,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9872171,0,0,0,-0.02134699,0.1581433,-0.2896262,-0.02134699,0.1581433,-0.2896262,-0.02134681,0.07997659,-0.2896263,0.07816675,0
1201,363,1201,1202,1202,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1676,0,0.1441352,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6570357,0,0,0,-0.05729209,0.3732948,0.006200124,-0.05729209,0.3732948,0.006200124,-0.05729195,0.2460641,0.006200075,0.1272306,0.4579946,true,true,-1676,0,0.04174737,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9996923,0,0,0,-0.001449188,0.2831213,-0.4126594,-0.001449188,0.2831213,-0.4126594,-0.001449119,0.1558907,-0.4126593,0.1272306,0
1202,364,1202,1203,1203,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1676,0,0.09951907,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7313194,0,0,0,-0.05016218,0.3684591,0.06881893,-0.05016218,0.3684591,0.06881893,-0.05016232,0.2058041,0.06881899,0.162655,5.15828,true,true,-1676,0,0.09508489,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.996129,0,0,0,0.01074366,0.3551576,-0.4511234,0.01074366,0.3551576,-0.4511234,0.01074377,0.1925025,-0.4511236,0.162655,0
1203,365,1203,1204,1204,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1666,0,0.07346862,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7953792,0,0,0,-0.0470318,0.2675715,0.141857,-0.0470318,0.2675715,0.141857,-0.04703176,0.1778364,0.1418568,0.08973515,4.222923,true,true,-1676,0,0.169236,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9802032,0,0,0,0.005745777,0.45,-0.5016605,0.005745617,0.45,-0.5016607,0.005745664,0.2560036,-0.5016603,0.1939964,0
1204,366,1204,1205,1205,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1666,0.08931784,0.05738317,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8652068,0,0,0,-0.03861892,0.1974279,0.2457878,-0.03861892,0.1974279,0.2457878,-0.03861896,0.1590651,0.2457878,0.03836277,3.186227,true,true,-1676,0,0.2752221,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9299774,0,0,0,-0.004861053,0.45,-0.5391445,-0.004861053,0.45,-0.5391445,-0.004861224,0.3512369,-0.5391444,0.09876311,0
1205,367,1205,1206,1206,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1666,0.4923297,0.05239878,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9097693,0,0,0,-0.03042866,0.2178397,0.3061317,-0.03042866,0.2178397,0.3061317,-0.03042878,0.1501674,0.3061317,0.06767225,10.14183,true,true,-1676,0,0.3501383,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8778343,0,0,0,-0.01109008,0.45,-0.5430906,-0.01109008,0.45,-0.5430906,-0.01108997,0.4201015,-0.5430908,0.02989852,0
1206,368,1206,1207,1207,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.0535094,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9571266,0,0,0,-0.02052772,0.1528405,0.3599027,-0.02052772,0.1528405,0.3599027,-0.02052778,0.1372652,0.3599027,0.01557526,8.832825,true,true,-1676,0,0.3962707,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8214767,0,0,0,-0.007767651,0.4603272,-0.5236589,-0.007767651,0.4603272,-0.5236589,-0.007767688,0.4603273,-0.523659,1.383884E-07,0
1207,369,1207,1208,1208,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.0160061,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9924069,0,0,0,-0.01252461,0.07413298,0.3497061,-0.01252461,0.07413298,0.3497061,-0.01252474,0.08386725,0.3497062,0.009734273,7.861482,true,true,-1676,0,0.4534062,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6853182,0,0,0,0.005517372,0.5009573,-0.4458272,0.005517372,0.5009573,-0.4458272,0.005517501,0.5009573,-0.4458271,1.569444E-07,10.95509
1208,370,1208,1209,1209,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1666,0.07094592,0.02588758,false,false,AllPlantedFeet,FollowBody,true,true,-1656,1,-0.001478946,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8166605,0,0,0,0.0005272875,0.1545155,0.1770146,0.0005272875,0.1545155,0.1770146,0.0005273526,0.1545155,0.1770146,8.82475E-08,0,true,true,-1666,0,0.4588482,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.5752013,0,0,0,0.02854154,0.498087,-0.3730592,0.02854154,0.498087,-0.3730592,0.02854151,0.5239747,-0.3730592,0.02588764,8.470064
1209,371,1209,1210,1210,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1656,0.06391492,0.03760785,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0.7332824,-0.0001207646,1,0.4665648,0,0.4665648,0.4665648,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7837853,0,0,0,0.0164576,0.2188668,0.02104007,0.0164576,0.2188668,0.02104007,0.01645755,0.1658527,0.02103999,0.05301416,2.644981,true,true,-1666,0,0.4147824,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.4680107,0,0,0,0.05661116,0.4667438,-0.2819228,0.05661116,0.4667438,-0.2819228,0.0566112,0.5043517,-0.2819227,0.03760791,9.092107
1210,372,1210,1211,1211,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1656,0.1694944,0.06663436,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0.9665918,0.002936111,1,0.9331837,0,0.9331837,0.9331837,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7072703,0,0,0,0.01998931,0.2655412,-0.08185376,0.01998931,0.2655412,-0.08185376,0.01998929,0.2578577,-0.08185375,0.007683486,0.2880353,true,true,-1656,0,0.3581364,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.4487146,0,0,0,0.06405917,0.45,-0.227267,0.06405917,0.45,-0.227267,0.06405906,0.4960999,-0.2272672,0.04609987,7.962857
1211,373,1211,1212,1212,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0.04578914,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0.0438553,-0.006364582,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9521334,0,0,0,0.02899621,0.3049438,-0.2566618,0.02899621,0.3049438,-0.2566618,0.0289964,0.1207256,-0.2566619,0.1842182,3.527614,true,true,-1656,0,0.2656929,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.504863,0,0,0,0.0691466,0.45,-0.1488605,0.0691466,0.45,-0.1488605,0.06914663,0.4038607,-0.1488604,0.04613933,6.469533
1212,374,1212,1213,1213,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0.0269921,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.03933543,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9997015,0,0,0,0.002659583,0.3748632,-0.4091009,0.002659583,0.3748632,-0.4091009,0.002659667,0.1718481,-0.4091008,0.2030151,2.595088,true,true,-1316,0,0.133172,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6887868,0,0,0,0.05486063,0.2372616,0.03360851,0.05486063,0.2372616,0.03360851,0.05486062,0.2674129,0.03360865,0.03015128,4.760288
1213,375,1213,1214,1214,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0.01887168,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.1287703,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9912377,0,0,0,-0.006245608,0.4468156,-0.4784602,-0.006245608,0.4468156,-0.4784602,-0.006245527,0.2356801,-0.4784604,0.2111355,2.130654,true,true,-1316,0,0.08128684,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8057762,0,0,0,0.04611048,0.1819476,0.1601204,0.04611048,0.1819476,0.1601204,0.0461105,0.2108122,0.1601203,0.02886453,3.908291
1214,376,1214,1215,1215,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0.01367443,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.1947248,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9715157,0,0,0,-0.006754887,0.4380051,-0.5153269,-0.006754887,0.4380051,-0.5153269,-0.006754776,0.2896932,-0.5153269,0.148312,1.787449,true,true,-1316,0.219085,0.06553817,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8651326,0,0,0,0.04546178,0.1651785,0.2300792,0.04546178,0.1651785,0.2300792,0.04546189,0.1888458,0.2300791,0.02366722,3.27921
1215,377,1215,1216,1216,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0.009700327,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.266319,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9356182,0,0,0,-0.002917794,0.4360695,-0.5380019,-0.002917794,0.4360695,-0.5380019,-0.002917837,0.3518846,-0.5380019,0.08418486,1.480385,true,true,-1316,0.3251337,0.06190907,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9014245,0,0,0,0.04107475,0.1571354,0.278521,0.04107475,0.1571354,0.278521,0.04107467,0.1768283,0.2785212,0.0196929,2.715942
1216,378,1216,1217,1217,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0.006034555,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.266319,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9356182,0,0,0,-0.002917764,0.3496888,-0.5380019,-0.002917764,0.3496888,-0.5380019,-0.002917742,0.3482189,-0.5380018,0.00146991,1.128812,true,true,-1316,0.3251337,0.06190907,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9014243,0,0,0,0.04107474,0.1571353,0.2785212,0.04107474,0.1571353,0.2785212,0.04107462,0.1731627,0.2785212,0.01602742,2.071042
1217,379,1217,1218,1218,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0.003953063,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0.09426316,0.2315821,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8017083,0,0,0,0.05998136,0.5020136,-0.508932,0.05998136,0.5020136,-0.508932,0.05998163,0.5059668,-0.508932,0.003953159,0.8891079,true,true,-1316,0.282811,0.1095575,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8413642,0,0,0,0.06131761,0.1474185,0.2427858,0.06131761,0.1474185,0.2427858,0.06131774,0.1613642,0.2427856,0.01394573,1.633225
1218,380,1218,1219,1219,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0.3840365,0.163215,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7639608,0,0,0,0.04396397,0.4409386,-0.4643969,0.04396397,0.4409386,-0.4643969,0.04396394,0.4509313,-0.4643967,0.009992719,0.7600141,true,true,-1316,0.1976958,0.1817401,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.762795,0,0,0,0.03643609,0.1560765,0.1362292,0.03643609,0.1560765,0.1362292,0.03643603,0.1660692,0.1362293,0.009992704,1.394909
1219,381,1219,1220,1220,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0.5573529,0.1004156,1,0.1147058,0,0.1147058,0.1147058,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.932549,0,0,0,0.06996345,0.4121459,-0.5778471,0.06996349,0.4121459,-0.5778474,0.06996328,0.4209922,-0.5778471,0.008846223,0.5035766,true,true,-1316,0.130495,0.1717156,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7511691,0,0,0,0.01756415,0.208664,0.2009585,0.01756415,0.208664,0.2009585,0.01756417,0.2186566,0.2009585,0.00999257,1.049773
1220,382,1220,1221,1221,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.08011132,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9954387,0,0,0,0.01661647,0.2447619,-0.5194548,0.01661647,0.2447619,-0.5194548,0.01661634,0.254754,-0.5194548,0.009992138,0.4187135,true,true,-1316,0.03327443,0.1127551,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7743951,0,0,0,0.03646376,0.2040081,0.1720926,0.03646376,0.2040081,0.1720926,0.03646367,0.2140006,0.1720923,0.009992525,0.773286
1221,383,1221,1222,1222,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1316,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.152421,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.985606,0,0,0,-0.006735345,0.2276977,-0.4932579,-0.006735345,0.2276977,-0.4932579,-0.006735384,0.2376781,-0.4932582,0.00998041,0.3357176,true,true,-1656,0.001226239,0.07164749,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8324574,0,0,0,0.04550509,0.2562189,0.1906017,0.04550509,0.2562189,0.1906017,0.04550485,0.1837181,0.1906017,0.07250082,0.6205485
1222,384,1222,1223,1223,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.2619029,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9383295,0,0,0,-0.003411442,0.2769022,-0.5369186,-0.003411442,0.2769022,-0.5369186,-0.003411507,0.3376819,-0.5369186,0.06077969,0.2470814,true,true,-1656,0.3223011,0.06198616,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8994572,0,0,0,0.04146878,0.3357838,0.2762971,0.04146878,0.3357838,0.2762971,0.04146878,0.1677895,0.2762971,0.1679943,0.4562825
1223,385,1223,1224,1224,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.3699449,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8577643,0,0,0,0.00718945,0.4407727,-0.5385267,0.00718945,0.4407727,-0.5385267,0.007189391,0.4407728,-0.5385268,1.603181E-07,0,true,true,-1666,0.2481082,0.05906024,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.943751,0,0,0,0.03058646,0.4151233,0.3219602,0.03058646,0.4151233,0.3219602,0.0305865,0.1505904,0.32196,0.2645329,0.3357176
1224,386,1224,1225,1225,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.432469,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7668564,0,0,0,0.00183568,0.4845421,-0.4926333,0.00183568,0.4845421,-0.4926333,0.001835758,0.484542,-0.4926332,1.905255E-07,0,true,true,-1666,0,0.04687017,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.990616,0,0,0,0.02396927,0.3778043,0.3575622,0.02396927,0.3778043,0.3575622,0.02396909,0.1239457,0.3575622,0.2538586,0.2712419
1225,387,1225,1226,1226,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.4660108,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6631939,0,0,0,-0.01365878,0.4983799,-0.4273305,-0.01365878,0.4983799,-0.4273305,-0.01365894,0.49838,-0.4273307,2.567631E-07,0,true,true,-1666,0,0.008565761,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9848537,0,0,0,0.01453268,0.2563561,0.3218151,0.01453268,0.2563561,0.3218151,0.01453277,0.08340356,0.321815,0.1729525,0.2055842
1226,388,1226,1227,1227,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1666,0.07921937,0.03250012,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.4887248,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.5441646,0,0,0,-0.04991189,0.4959614,-0.3491299,-0.04991189,0.4959614,-0.3491299,-0.04991203,0.5284616,-0.3491299,0.03250015,0,true,true,-1666,1,-0.003042776,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8167062,0,0,0,-0.006182784,0.1588998,0.1290843,-0.006182784,0.1588998,0.1290843,-0.006182758,0.1588998,0.1290844,5.951909E-08,0
1227,389,1227,1228,1228,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1666,0.0096609,0.02515926,false,false,AllPlantedFeet,FollowBody,true,true,-1666,0,0.3993528,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.4673361,0,0,0,-0.06203618,0.428613,-0.2313208,-0.06203618,0.428613,-0.2313208,-0.06203636,0.4483888,-0.2313211,0.01977572,0,true,true,-1666,1,-0.002129485,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8860688,0,0,0,-0.0238394,0.08870307,-0.03569782,-0.0238394,0.08870307,-0.03569782,-0.02383949,0.08870295,-0.03569786,1.513793E-07,0
1228,390,1228,1229,1229,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1676,-0.05714543,-0.006987426,false,false,AllPlantedFeet,FollowBody,true,true,-1666,0,0.2761688,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.5161678,0,0,0,-0.06706198,0.2553988,-0.113797,-0.06706198,0.2553988,-0.113797,-0.06706207,0.3319792,-0.1137971,0.07658041,0,true,true,-1666,0.8263785,-0.004508662,1,0.6527569,0,0.6527569,0.6527569,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,1.023448,0,0,0,-0.02298359,-0.0009765625,-0.255241,-0.02298359,-0.0009765625,-0.255241,-0.02219698,0.03032923,-0.2529771,0.03139739,0
1229,391,1229,1230,1230,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,-0.00423715,false,false,AllPlantedFeet,FollowBody,true,true,-1676,0,0.1342181,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6716869,0,0,0,-0.05546631,0.2479714,0.01869642,-0.05546631,0.2479714,0.01869642,-0.05546626,0.2334803,0.01869653,0.01449108,0,true,true,-1666,0,0.05278776,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9994918,0,0,0,0.001547566,-0.007550657,-0.420667,0.001547566,-0.007550657,-0.420667,0.001547527,0.158538,-0.4206669,0.1660887,0
1230,392,1230,1231,1231,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1686,0,0.08503304,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7619734,0,0,0,-0.04880735,0.2775897,0.0984306,-0.04880735,0.2775897,0.0984306,-0.04880742,0.1910768,0.09843047,0.08651289,0,true,true,-1666,0,0.1258225,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9911669,0,0,0,0.01014099,0.121886,-0.4748208,0.01014099,0.121886,-0.4748208,0.01014108,0.2189447,-0.474821,0.09705864,0
